target_gene,source_target_gene,dataset_id,dataset_context_id,canonical_context_id,study_id,perturbation_modality,crispri,n_cells,n_cells_status,n_cells_source,n_cells_scope,n_guides,n_control_cells,guide_level_metadata_available,raw_counts_available,knockdown_efficiency_available,knockdown_efficiency,source_variant_id,source_url,target_list_source,confidence,present_in_vcc2026_panel,assay_family,notes
ACAT2,ACAT2,vcc2025_h1,vcc2025_h1::H1,H1,vcc2025,CRISPRi,True,1765,exact,source_targets/vcc2025_h1_counts.csv,All cells retained in the scPertEval hosted representation after its documented cell QC and assigned to the perturbation label.,,38176,False,False,False,,vcc2025_h1_scperteval,https://storage.googleapis.com/scperteval/processed/arch1_processed_complete.h5ad,remote H5AD obs/perturbation categorical metadata,high,False,unknown,Cell counts are after scPertEval QC; original count-level representation is not verified here.
INTS5,INTS5,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,64,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
INTS6,INTS6,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,280,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
INTS7,INTS7,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,79,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
INTS8,INTS8,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,323,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
INTS9,INTS9,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,229,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
INTU,INTU,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,319,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
INVS,INVS,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,90,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IP6K1,IP6K1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,39,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IP6K2,IP6K2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,239,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO11,IPO11,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,175,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO13,IPO13,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,60,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO4,IPO4,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,162,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO5,IPO5,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,117,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO7,IPO7,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,164,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO8,IPO8,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,239,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPO9,IPO9,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,415,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPP,IPP,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,255,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IPPK,IPPK,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,168,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
IQCB1,IQCB1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,245,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
